"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
3409,"M",5820000,40,"MED","CAS",55,90,"SANTIAGO",0,51097,0,0,0,8477,0,1,3800000,"NO",NA
3410,"M",1270000,47,"MED","CAS",138,1,"ARICA",632605,273645,0,244472,61,0,1,1,4200000,"NO",NA
3411,"F",500000,27,"TEC","CAS",138,85,"SANTIAGO",0,66369,0,90984,374,0,1368,3,1500000,"NO",NA
3412,"M",717000,47,"UNV","CAS",138,1,"ARICA",0,115896,0,113583,702,0,145,3,1500000,"NO",NA
3413,"F",9000000,36,"TEC","SOL",71,326,"PUNTA ARENAS",0,541510,0,36190,0,0,17,0,1200000,"NO",NA
3414,"F",9000000,38,"TEC","SOL",84,80,"SANTIAGO",0,0,0,0,0,27711,0,0,2600000,"NO",NA
3415,"M",850000,50,"TEC","CAS",92,105,"SANTIAGO",0,93729,0,347486,495,0,17,2,3100000,"SI",NA
3416,"F",50000,48,"TEC","SOL",90,88,"SANTIAGO",0,36056,0,112651,177,0,30,1,1800000,"SI",NA
3417,"F",664000,30,"TEC","SOL",71,326,"PUNTA ARENAS",0,105560,0,45254,26,4490,32,1,2500000,"NO",NA
3418,"F",48700,42,"MED","SOL",44,253,"TEMUCO",1228021,45098,0,835847,2103,0,350,1,1600000,"SI",NA
3419,"F",6000000,37,"TEC","SOL",29,83,"SANTIAGO",0,383083,0,0,123,0,34,1,1200000,"NO",NA
3420,"M",6640000,42,"UNV","CAS",102,90,"SANTIAGO",0,732787,0,0,0,0,0,1,3200000,"NO",NA
3421,"M",489000,38,"MED","CAS",52,99,"SANTIAGO",0,0,0,0,0,0,4,0,2000000,"NO",NA
3422,"F",7500000,35,"TEC","SOL",81,59,"QUILLOTA",0,268531,0,0,0,890,0,0,1800000,"NO",NA
3423,"M",700000,50,"UNV","CAS",95,316,"AYSEN",881953,0,0,0,0,0,0,0,1800000,"NO",NA
3424,"M",850000,49,"UNV","SOL",18,89,"SANTIAGO",120001,0,0,0,382,10911,0,3,3400000,"NO",NA
3425,"M",1368000,45,"UNV","CAS",138,1,"ARICA",341261,1192394,0,11331,1642,0,15227,3,1000000,"NO",NA
3426,"F",8230000,41,"TEC","SOL",72,504,"EL SALVADOR",0,39311,0,0,77,0,0,1,1900000,"NO",NA
3427,"M",700000,59,"TEC","SOL",90,67,"VINA DEL MAR",0,1063269,0,0,0,0,4,0,1300000,"NO",NA
3428,"M",68000,48,"UNV","CAS",31,119,"SANTIAGO",0,495958,0,208994,0,0,51167,1,6100000,"SI",NA
3429,"F",600000,30,"TEC","SOL",10,5,"IQUIQUE",0,267791,0,116739,76,0,273,1,2200000,"NO",NA
3430,"F",770000,49,"MED","CAS",138,85,"SANTIAGO",0,2080,0,185604,1254,0,146,3,1800000,"NO",NA
3431,"M",1500000,43,"MED","CAS",48,88,"SANTIAGO",0,401968,0,0,27,3192,0,1,6700000,"NO",NA
3432,"F",2736000,54,"MED","SEP",85,88,"SANTIAGO",0,0,0,0,120,8601,383,1,8000000,"NO",NA
3433,"F",1004000,53,"TEC","SOL",27,226,"CONCEPCION",1957674,127702,0,757440,850,4294,910,1,1200000,"SI",NA
3434,"F",590000,30,"UNV","SOL",68,213,"LOS ANGELES",0,235494,0,1603,304,2438,127,2,1700000,"NO",NA
3435,"M",2013000,33,"UNV","CAS",27,226,"CONCEPCION",0,71757,0,481550,2478,1091,1130,3,500000,"NO",NA
3436,"M",950000,41,"UNV","CAS",49,80,"SANTIAGO",0,95732,0,27553,0,3884,0,1,4300000,"SI",NA
3437,"M",750000,40,"UNV","SOL",31,119,"SANTIAGO",0,188800,0,84683,443,0,63,2,2600000,"NO",NA
3438,"M",50000,52,"MED","CAS",55,90,"SANTIAGO",0,606830,0,0,3,0,3179,1,6800000,"SI",NA
3439,"F",570000,58,"TEC","SOL",43,70,"QUILPUE",0,57259,644821,24453,0,0,1133,0,2200000,"NO",NA
3440,"M",500000,39,"UNV","SEP",71,326,"PUNTA ARENAS",0,0,0,0,43,0,37,2,2000000,"NO",NA
3441,"M",83800,43,"UNV","CAS",55,90,"SANTIAGO",97246,0,0,0,683,0,0,3,3200000,"NO",NA
3442,"M",951000,35,"UNV","CAS",44,131,"RANCAGUA",0,173300,3706130,0,0,0,4007,0,4600000,"NO",NA
3443,"M",7890000,43,"UNV","CAS",80,88,"SANTIAGO",0,256742,0,49098,41,0,191,1,8000000,"NO",NA
3444,"M",760000,52,"UNV","SOL",90,106,"SANTIAGO",654314,218451,0,0,1274,0,0,2,1400000,"NO",NA
3445,"F",558000,49,"UNV","CAS",138,1,"ARICA",0,5535,0,71833,127,0,133,1,2000000,"NO",NA
3446,"F",823000,54,"UNV","CAS",48,87,"SANTIAGO",0,4839,0,258954,399,0,397,1,3700000,"NO",NA
3447,"M",77900,52,"UNV","CAS",55,90,"SANTIAGO",0,317480,0,0,67,0,0,2,1700000,"NO",NA
3448,"M",85600,45,"BAS","CAS",55,90,"SANTIAGO",0,0,0,112380,0,0,199,1,2500000,"NO",NA
3449,"M",460000,49,"UNV","SOL",138,1,"ARICA",0,418191,0,0,2,1716,0,1,1200000,"NO",NA
3450,"M",470000,35,"TEC","CAS",15,66,"VALPARAISO",0,134090,937983,0,0,0,1136,0,1700000,"SI",NA
3451,"M",1387000,30,"MED","SOL",104,88,"SANTIAGO",0,492170,0,0,1147,19020,2158,2,3800000,"NO",NA
3452,"M",540000,51,"TEC","CAS",138,1,"ARICA",0,366391,0,19946,755,0,0,2,600000,"NO",NA
3453,"F",77000,31,"MED","SOL",24,88,"SANTIAGO",0,722339,0,0,0,0,3293,0,8000000,"SI",NA
3454,"M",1506000,41,"MED","CAS",102,105,"SANTIAGO",0,43302,0,385704,217,1877,53,1,7200000,"SI",NA
3455,"F",71000,60,"MED","SOL",18,88,"SANTIAGO",0,0,0,0,0,11607,52,0,6000000,"SI",NA
3456,"M",1024000,46,"UNV","CAS",138,1,"ARICA",0,22708,0,869295,820,5706,184,2,4200000,"NO",NA
3457,"M",1600000,46,"UNV","CAS",138,1,"ARICA",2506012,832931,0,0,3503,13409,154,1,3900000,"NO",NA
3458,"M",750000,32,"UNV","CAS",27,226,"CONCEPCION",0,804066,0,89234,214,2264,497,1,2000000,"NO",NA
3459,"F",1300000,50,"UNV","SOL",85,93,"SANTIAGO",0,23064,0,0,294,0,0,3,6100000,"NO",NA
3460,"M",450000,52,"UNV","SOL",27,226,"CONCEPCION",255652,2733,0,162394,552,0,79,1,500000,"SI",NA
3461,"F",60000,43,"TEC","SOL",90,90,"SANTIAGO",0,744187,0,0,0,0,5380,0,8000000,"SI",NA
3462,"M",1500000,45,"MED","CAS",123,88,"SANTIAGO",0,394805,0,0,303,0,0,1,7000000,"NO",NA
3463,"F",70200,60,"TEC","SOL",29,80,"SANTIAGO",0,1524293,0,0,15,0,0,1,3300000,"SI",NA
3464,"M",700000,50,"MED","CAS",146,88,"SANTIAGO",0,469559,0,159340,36,0,1,1,1700000,"NO",NA
3465,"F",870000,51,"UNV","CAS",138,1,"ARICA",0,324484,0,141500,106,0,244,1,3700000,"NO",NA
3466,"F",630000,47,"MED","CAS",81,59,"QUILLOTA",0,0,0,0,0,11856,0,0,2600000,"NO",NA
3467,"M",445000,32,"UNV","CAS",29,92,"SANTIAGO",0,229583,0,0,0,0,59,0,1300000,"NO",NA
3468,"F",650000,28,"TEC","SOL",90,83,"SANTIAGO",0,185705,0,0,0,0,0,0,1900000,"NO",NA
3469,"M",900000,50,"UNV","SOL",127,88,"SANTIAGO",0,187026,0,143477,50,15364,230,2,4100000,"NO",NA
3470,"F",1142000,55,"MED","CAS",28,80,"SANTIAGO",0,362500,0,0,265,0,1684,1,5400000,"NO",NA
3471,"M",570000,38,"UNV","SOL",25,81,"SANTIAGO",167155,0,0,0,569,0,0,1,700000,"NO",NA
3472,"F",440000,36,"TEC","CAS",21,502,"CHUQUICAMATA",0,0,0,69508,0,0,39,0,1800000,"NO",NA
3473,"F",80000,50,"TEC","SOL",56,138,"RENGO",0,276450,0,727899,2,0,1622,1,8000000,"SI",NA
3474,"M",440000,33,"MED","SOL",85,91,"SANTIAGO",68171,248092,0,0,877,0,325,2,900000,"NO",NA
3475,"M",1348000,38,"MED","CAS",69,55,"SANTA MARIA",0,1994151,0,0,0,2138,478,0,4600000,"NO",NA
3476,"M",450000,37,"MED","CAS",47,66,"VALPARAISO",0,31438,0,0,30,0,0,1,900000,"NO",NA
3477,"F",1400000,45,"MED","CAS",31,119,"SANTIAGO",106067,112145,0,232462,976,0,0,3,4900000,"NO",NA
3478,"M",7000000,43,"UNV","VIU",90,80,"SANTIAGO",0,0,1410009,0,1,4669,4285,1,2600000,"NO",NA
3479,"F",70000,55,"MED","SOL",84,99,"SANTIAGO",0,68180,0,21604,93,0,121,1,1900000,"SI",NA
3480,"F",7200000,38,"MED","VIU",53,91,"SANTIAGO",0,67209,0,0,50,488,0,1,4000000,"NO",NA
3481,"F",784000,45,"UNV","CAS",32,116,"SANTIAGO",0,127392,0,0,443,0,0,1,3200000,"NO",NA
3482,"F",702000,33,"UNV","CAS",90,80,"SANTIAGO",671758,433121,0,0,1037,0,421,1,1400000,"NO",NA
3483,"M",1122000,54,"UNV","CAS",27,226,"CONCEPCION",1215485,403100,0,85234,411,0,0,1,2700000,"NO",NA
3484,"F",55900,57,"MED","SOL",102,88,"SANTIAGO",0,1093949,0,274117,1,0,0,1,8000000,"SI",NA
3485,"M",500000,47,"UNV","SOL",138,1,"ARICA",0,1817,0,104145,169,0,1193,1,1800000,"NO",NA
3486,"M",5100000,53,"UNV","CAS",155,88,"SANTIAGO",0,2451447,0,0,6,0,96337,1,8000000,"NO",NA
3487,"M",8780000,44,"UNV","CAS",53,106,"SANTIAGO",6394,266164,1255668,3703,820,0,4,1,4100000,"NO",NA
3488,"M",7500000,43,"UNV","CAS",80,88,"SANTIAGO",0,48969,0,123511,4237,9549,704,3,1100000,"NO",NA
3489,"F",500000,25,"UNV","CAS",138,1,"ARICA",0,156670,0,122385,60,0,0,1,1700000,"NO",NA
3490,"F",818000,49,"UNV","CAS",31,119,"SANTIAGO",464201,58756,0,252174,349,7264,330,2,2400000,"NO",NA
3491,"F",500000,48,"UNV","CAS",138,1,"ARICA",0,0,0,0,0,0,1681,1,2000000,"SI",NA
3492,"F",94600,41,"TEC","SOL",30,91,"SANTIAGO",0,365616,0,0,120,0,171,1,1800000,"SI",NA
3493,"F",832000,38,"TEC","CAS",51,88,"SANTIAGO",0,9579,0,0,459,17238,0,1,3700000,"NO",NA
3494,"M",1380000,45,"UNV","CAS",31,119,"SANTIAGO",0,25452,0,701504,1182,42969,2205,2,5700000,"NO",NA
